的	白勺
慌	心艸亡巛
蔥	艸囪心
瘤	疒卯田
彼	行皮
辰	辰
執	幸丮
忌	己心
踏	足水日
龔	龍共
捷	扌一彐止
罐	缶雚
腫	月重
縱	糸行从止
伏	人犬
壇	土㐭旦
觸	角蜀
默	黑犬
懸	縣心
赫	赤赤
瑩	火火冂王
杰	木火
孩	子亥
咖	口加
幀	巾貞
悟	心吾
頻	步頁
灑	水麗
燉	火享攴
帽	巾冃目
幼	幺力
旋	㫃疋
擁	扌亠乡隹
聶	三耳
猶	犬酋
壹	士冂豆
霸	雨革月
席	广廿巾
叉	又丶
繫	車凵殳糸
妃	女己
擔	扌𠂊厂八言
典	冊廾
贈	貝曾
儒	人雨而
裸	衤果
奉	廾扌
叻	口力
御	行午止卩
腔	月穴工
突	穴犬
刑	一廾刀
痕	疒艮
賓	宀一㐄貝
纔	糸兔兔
午	午
攤	扌堇隹
蕾	艸雨田
頸	巠頁
臟	月艸戈爿臣
宰	宀辛
囊	囊
賬	貝長
弘	弓厶
境	土音儿
拒	扌巨
毅	立豕殳
煎	前火
弦	弓玄
渝	水俞
罩	四卓
蓉	艸穴公
憶	心音心
卵	卯冫
遷	辵西大卩
尺	尺
禍	示咼
逾	辵俞
垂	垂
潛	水旡旡日
郵	垂邑
惜	心昔
浦	水甫
警	艸勹口攴言
扛	扌工
氧	气羊
揭	扌日勹亡
逐	辵豕
謂	言田月
昭	日刀口
宿	宀人百
統	糸𠫓儿
裂	歹刀衣
僧	人曾
慣	心串貝
裙	衤尹口
彪	虎彡
淋	水林
束	束
牢	宀牛
齋	齊示
揍	扌廾天
仕	人士
鉤	金勹口
劫	去力
拓	扌石
扮	扌分
疊	三田冂且
鋅	金辛
喻	口俞
律	行聿
株	木朱
砂	石少
埃	土厶矢
斗	斗
坪	土平
揮	扌冂車
箇	竹圍古
仇	人九
吞	天口
亡	亡
沾	水占
遙	辵肉缶
壺	士冂亞
牧	牛攴
霖	雨林
兜	白卯儿
寨	寒木
寨	塞木
掐	扌𠂊臼
監	監
稀	禾爻巾
恰	心合
牴	牛氐
棍	木日比
啵	口水皮
朕	朕
淑	水尗又
饒	食堯
慕	莫心
歇	日勹亡欠
疏	疋𠫓巛
膏	高月
陵	阜夌
壩	土雨革月
纏	糸广里八土
鹹	鹵戌口
姆	女母
聰	耳囪心
捱	扌厂圭
碳	石山灰
銳	金公儿
驗	馬僉
齒	齒
廷	廴𡈼
糊	米古月
翹	堯羽
儲	人言者
楠	木南
顛	真頁
蚊	虫文
祭	肉又示
龐	广龍
嘞	口革力
拾	扌合
裴	非衣
朋	朋
媚	女眉
芸	艸云
吟	口今
筒	竹同
丘	丘
責	責
趴	足八
堯	堯
繁	每攴糸
坦	土旦
穗	禾專心
紗	糸少
屯	屯
虐	虎爪
蹲	足酋寸
紹	糸刀口
惟	心隹
幕	莫巾
澆	水堯
扒	扌八
搓	扌差
遮	辵广廿火
庚	庚
哉	𢦏口
涉	水步
忒	弋心
賦	貝戈止
臂	尸口辛月
樁	木廾臼
敷	甫方攴
禪	示單
佬	人耂
瑤	王肉缶
習	羽白
臥	臣人
釘	金丁
阮	阜元
丙	丙
歷	厂禾禾止
躍	足羽隹
署	四者
範	竹車卩
示	示
邢	一廾邑
擰	扌宀心皿丁
莎	艸水少
糞	米田共
嵐	山風
濱	水宀一㐄貝
夕	夕
苯	艸本
議	言羊我
趣	走耳又
渠	水巨木
閱	門公儿
繩	糸黽
杭	木亢
疾	疒矢
崇	山宀示
擴	扌广黃
傢	人宀豕
婦	女帚
涅	水日土
裕	衤谷
嘆	口堇
艦	舟監
挪	扌冄邑
荒	艸亡巛
貞	貞
筋	竹月力
孕	乃子
撕	扌其斤
鈴	金令
戳	羽隹戈
帆	巾凡
籌	竹壽
奎	大圭
駕	加馬
阻	阜且
享	享
棚	木朋
傲	人敖
欽	金欠
蹦	足山朋
焊	火日干
召	刀口
徒	行走
脂	月旨
几	几
趨	走勹屮勹屮
艘	舟申又
喵	口艸田
競	立口儿立口儿
靖	立青
奏	廾天
咒	口口几
釋	釆睪
盲	亡目
姿	二欠女
炫	火玄
賜	貝易
湧	水甬力
潑	水癶
坎	土欠
琦	王大可
拌	扌半
樊	爻木木大
缸	缶工
弗	弗
狐	犬瓜
漿	爿肉寸水
栽	𢦏木
閻	門𠂊臼
攪	扌𦥯見
硅	石圭
述	辵术
籠	竹龍
泛	水丿之
甫	甫
佑	人𠂇口
鮑	魚勹巳
閥	門人戈
卦	圭卜
耿	耳火
咽	口圍大
倩	人青
袖	衤由
貧	分貝
糟	米曹
激	水白方攴
階	阜比白
珊	王冊
潭	水覃
蠢	春虫虫
植	木直
占	占
嘯	口尹𣶒
徑	行巠
鉛	金公
屍	尸歹匕
倚	人大可
灘	水堇隹
姨	女大弓
災	巛火
幢	巾童
鈉	金内
暢	申昜
詠	言永
齡	齒令
焉	焉
茹	艸女口
桐	木同
痰	疒炎
捂	扌吾
鄰	米舛邑
癡	疒疑
揀	扌柬
艙	舟倉
謙	言兼
万	万
織	糸音戈
蒲	艸水甫
芽	艸牙
佈	人布
驅	馬匚三口
昊	日天
轟	三車
攔	扌門柬
碑	石卑
嚼	口爪四艮寸
燃	火肉犬火
摟	扌婁
輔	車甫
暉	日冂車
朴	木卜
碩	石頁
煲	人口木火
杖	木丈
謎	言辵米
磷	石米舛
竄	穴鼠
脆	月𠂊厂卩
刃	刀丶
墜	阜八豕土
姑	女古
衡	行𠂊田大
皺	勹屮勹屮皮
繳	糸白方攴
擇	扌睪
櫻	木貝貝女
鹼	鹵僉
窯	穴羊火
措	扌昔
眠	目民
途	辵余
鄂	口口亏邑
捅	扌甬
叢	业耳又
禾	禾
磁	石䒑幺幺
錶	金表
沃	水丿大
屢	尸婁
辯	辛言辛
肚	月土
哀	衣口
浸	水彐冂又
柄	木丙
跪	足𠂊厂卩
攬	扌監見
輯	車口耳
瓷	二欠瓦
澀	水刀丶刀丶止止
踹	足山而
凸	凸
瑜	王俞
磅	石旁
豈	山豆
瀉	水宀舄
遼	辵尞
豎	臣又豆
宴	宀日女
堪	土甚
擱	扌門各
麟	鹿米舛
祿	示彔
翟	羽隹
仗	人丈
崩	山朋
醜	酉鬼
厲	厂萬
革	革
莪	艸我
憲	宀丰四心
遺	辵臾貝
聘	耳由丂
喚	口𠂊内大
閘	門甲
刊	干刀
裁	𢦏衣
郁	𠂇邑
逝	辵扌斤
際	阜肉又示
狄	犬火
誌	言士心
塌	土日羽
崖	山厂圭
廉	广兼
婉	女宀夕卩
攀	爻木木大手
獅	犬㠯一巾
喘	口山而
氫	气巠
氮	气炎
鞍	革宀女
竈	穴土黽
竇	穴士四貝
墳	土屮貝
巫	工从
虞	虎吳
沁	水心
瑟	王王必
揪	扌禾火
棵	木果
閆	門三
拐	扌另
築	竹巩木
癮	疒阜爪工彐心
剝	彔刀
披	扌皮
削	小月刀
籃	竹監
悠	人丨攴心
睿	卜冂一八人目
甯	宀心用
凹	凹
葬	艸歹匕廾
咦	口大弓
瞪	目癶豆
詹	𠂊厂八言
侃	人口巛
授	扌爪冂又
卸	午止卩
頌	公頁
慈	䒑幺幺心
闊	門水舌
纖	糸从戈韭
棗	朿朿
瞄	目艸田
婭	女亞
駱	馬各
馳	馬也
鞭	革人更
楞	木四方
兌	公儿
危	𠂊厂卩
襲	龍衣
泊	水白
喉	口人龴矢
溶	水穴公
撫	扌無
媛	女爰
拎	扌令
察	宀肉又示
駿	馬厶儿夂
繪	糸會
黴	行山一黑攴
鈞	金勹二
憐	心米舛
昆	日比
禹	禹
娥	女我
醇	酉享
橙	木癶豆
辨	辛刀辛
暮	莫日
祕	示必
薪	艸立木斤
煥	火𠂊内大
巢	巛果
鉀	金甲
脾	月卑
淵	水𣶒
愚	禺心
蜀	蜀
裹	衣果
藕	艸耒禺
滕	朕水
劈	尸口辛刀
堤	土是
拱	扌共
夸	大亏
傍	人旁
燥	火三口木
綫	糸戔
漁	水魚
茜	艸西
允	厶儿
杏	木口
芒	艸亡
畔	田半
豹	豸勺
澄	水癶豆
冥	冂日六
媒	女甘木
燦	火歹又米
酥	酉禾
垮	土大亏
枯	木古
軌	車九
塑	屰月土
卜	卜
構	木冓
茅	艸矛
鉅	金巨
慾	谷欠心
搏	扌甫寸
鑄	金壽
沐	水木
豫	予象
蒜	艸示示
淩	水夌
雀	小隹
鈦	金太
亨	亨
詳	言羊
腐	广人寸肉
皓	白告
央	冂大
氟	气弗
冤	冂兔
据	扌尸古
浙	水扌斤
瑋	王韋
栓	木全
梳	木𠫓巛
冀	北異
叄	三厶人三
輩	非車
筱	竹人丨攴
冉	冄
餡	食𠂊臼
彤	丹彡
奕	亦大
卑	卑
誓	扌斤言
蜂	虫夂丰
勺	勺
迅	辵飛
虫	虫
恥	耳心
匹	匚儿
曦	日羊禾戈丂
仰	人卬
煞	𠂊彐攴火
羞	羊丑
注	水主
嫂	女申又
瞳	目童
黛	人弋黑
妾	立女
拂	扌弗
挨	扌厶矢
泄	水世
綱	糸岡
茨	艸二欠
夷	大弓
慎	心真
汽	水气
婕	女一彐止
恭	共心
弊	巾⺍攴廾
屌	尸口巾
摳	扌匚三口
貳	弋二貝
旦	旦
涂	水余
氯	气彔
祁	示邑
蠟	虫巛鼠
乍	乍
孰	享丮
耕	耒井
飆	三犬風
稻	禾爪臼
屠	尸者
綺	糸大可
荊	艸一廾刀
桿	木日干
笛	竹由
捕	扌甫
蕊	艸三心
喪	喪
盪	水昜皿
氨	气宀女
愣	心四方
幺	幺
瀾	水門柬
悔	心每
敦	享攴
葵	艸癶天
煒	火韋
磕	石去皿
顫	㐭旦頁
閩	門虫
渴	水日勹亡
曝	日暴
閔	門文
撇	扌巾⺍攴
梗	木更
絡	糸各
貫	串貝
蔚	艸尸示寸
翅	支羽
估	人古
鎂	金羊大
復	行复
瓣	辛瓜辛
濫	水監
況	水口儿
淮	水隹
陀	阜它
莖	艸巠
勳	熏力
惑	戈口一心
簾	竹广兼
巡	辵巛
墩	土享攴
徽	行山一糸攴
謹	言堇
脹	月長
噓	口虎丘
瞞	目廿兩
娛	女吳
蓄	艸玄田
梓	木辛
匪	匚非
昕	日斤
濺	水貝戔
敘	余攴
鑑	金監
溢	水益
彌	弓爾
覓	爪見
寇	宀元攴
佟	人冬
獵	犬巛鼠
滄	水倉
葷	艸冂車
蓬	艸辵夂丰
薦	艸廌
硫	石𠫓巛
俏	人小月
迫	辵白
貌	豸白儿
弔	丨弓
舜	爪冂舛
炳	火丙
茄	艸加
頤	臣頁
訣	言夬
廚	广壴寸
炭	山灰
綿	糸白巾
搗	扌鳥山
萱	艸宀二日
岡	岡
挂	扌圭
掀	扌斤欠
誘	言禾乃
翰	倝羽
睜	目爪尹
撓	扌堯
掩	扌大电
蹬	足癶豆
泳	水永
玫	王攴
椅	木大可
鈺	金玉
遜	辵子丿糸
甄	西土瓦
侍	人寺
抑	扌卬
啞	口亞
敖	敖
酮	酉同
毫	高毛
侵	人彐冂又
妥	爪女
覽	監見
概	木艮旡
貢	工貝
呦	口幺力
援	扌爰
昔	昔
晾	日京
逮	辵隶
卒	卒
鬆	長彡木公
捆	扌圍木
厭	厂日月犬
峽	山大从
彷	行方
寢	宀爿彐冂又
菱	艸夌
梯	木弟
僑	人丿大高
籽	米子
腕	月宀夕卩
挫	扌从土
膝	月木黎
嗦	口十冂糸
璇	王㫃疋
眨	目丿之
循	行盾
臀	尸共殳月
矛	矛
努	女又力
黔	黑今
乏	丿之
魅	鬼未
徹	行𠫓月攴
凶	乂凵
胺	月宀女
廈	广頁夂
掘	扌尸出
茗	艸夕口
絨	糸戎
璐	王足各
擾	扌頁心夂
襯	衤立木見
雌	止匕隹
旱	日干
掰	手分手
伽	人加
蛙	虫圭
雕	周隹
嬰	貝貝女
痣	疒士心
譽	與言
跡	足亦
廂	广木目
汀	水丁
隋	阜𠂇工月
緒	糸者
蘊	艸糸圍人皿
勻	勹二
祛	示去
芙	艸夫
棲	木一尹女
刁	刁
瑛	王艸冂大
禽	禽
腺	月泉
迦	辵加
矯	矢丿大高
欺	其欠
杉	木彡
党	尚儿
竅	穴白方攴
鑲	金襄
緯	糸韋
曏	日乡
繆	糸羽人彡
玖	王久
肆	長聿
悉	釆心
掂	扌广占
菁	艸青
鎳	金自木
冶	冫台
絆	糸半
嘔	口匚三口
遣	辵臾㠯
岑	山今
皖	白宀元
糕	米羊火
斐	非文
閤	門合
釀	酉襄
彙	彑冂果
址	土止
蘸	艸酉隹火
茵	艸圍大
簿	竹水甫寸
旬	勹日
丈	丈
咸	戌口
呸	口不一
胤	儿幺月
摻	扌三厶人彡
蹤	足行从止
婁	婁
鎚	金辵㠯
桓	木二日
碘	石冊廾
瞅	目禾火
廊	广良邑
焰	火𠂊臼
壘	三田土
燁	火華
淳	水享
畏	畏
屑	尸小月
酯	酉旨
覃	覃
嵌	山甘欠
販	貝反
泣	水立
嗆	口倉
眾	四从
袍	衤勹巳
菴	艸大电
僵	人三田田
饞	食兔兔
沫	水末
滯	水帶
臻	至廾禾
眺	目兆
寂	宀尗又
醣	酉庚口
晏	日宀女
秤	禾平
嗚	口烏
蘿	艸四糸隹
誅	言朱
瑾	王堇
藻	艸水三口木
螺	虫田糸
錠	金宀正
診	言人彡
恤	心血
污	水亏
涯	水厂圭
滋	水䒑幺幺
蘆	艸虎田皿
嗜	口耂日
貿	卯貝
療	疒尞
滲	水三厶人彡
瀝	水厂禾禾止
陡	阜走
栗	西木
筍	竹勹日
朔	屰月
淇	水其
捻	扌今心
勃	十冂子力
矩	矢巨
沽	水古
淤	水於
描	扌艸田
膚	虎田月
契	丰刀大
靳	革斤
祠	示司
陝	阜大人人
鞏	巩革
峻	山厶儿夂
稠	禾周
爵	爪四艮寸
秉	禾彐
刨	勹巳刀
雍	亠乡隹
群	尹口羊
麵	來夂面
盞	戔皿
役	行殳
烙	火各
灾	宀火
强	弓口虫
痘	疒豆
髓	骨辵𠂇工月
嫣	女焉
募	莫力
苟	艸勹口
析	木斤
篩	竹㠯一巾
魁	鬼斗
斥	斥
棕	木宀示
匡	匚王
倦	人龹卩
疆	弓土三田田
蔓	艸冃四又
樺	木華
牟	厶牛
芷	艸止
霆	雨廴𡈼
蠶	旡旡日虫虫
嘰	口幺幺戈人
靴	革化
慮	虎田心
眸	目厶牛
烟	火圍大
惱	心巛囟
巾	巾
殊	歹朱
叮	口丁
晟	日成
艇	舟廴𡈼
熔	火穴公
裘	求衣
芹	艸斤
儘	人盡
寡	宀頁刀
擲	扌酋大邑
蔔	艸勹畐
硪	石我
迥	辵冂口
巖	山口口厂敢
瞬	目爪冂舛
邑	邑
〇	口
鉻	金各
榕	木穴公
庸	广尹用
渾	水冂車
棠	尚木
仨	人三
祺	示其
紡	糸方
蝕	食虫
窺	穴夫見
埠	土阜
酚	酉分
奮	大隹田
剎	乂术刀
濁	水蜀
茬	艸才土
濾	水虎田心
珂	王可
嗅	口自犬
簫	竹尹𣶒
佰	人百
滇	水真
寅	寅
婧	女青
姦	三女
梵	林凡
蛾	虫我
慰	尸示寸心
履	尸行复
駛	馬史
宛	宀夕卩
襪	衤艸四戈人
嫖	女西示
綸	糸侖
礙	石疑
肽	月太
獄	犬言犬
闢	門尸口辛
歎	堇欠
蟬	虫單
涮	水尸巾刀
督	尗又目
衍	行水
違	辵韋
絞	糸交
廿	廿
摁	扌圍大心
劣	少力
銜	行金
祈	示斤
搵	扌圍人皿
尅	克寸
貶	貝丿之
魄	白鬼
崽	山田心
斧	父斤
裔	衣内口
湛	水甚
琛	王冂儿木
淌	水尚
簇	竹㫃矢
償	人尚貝
沛	水巿
澗	水門日
殤	歹𠂉昜
掠	扌京
崎	山大可
贛	章夂工貝
蕩	艸水昜
菇	艸女古
砌	石七刀
眯	目米
闌	門柬
嬲	田力女田力
辱	辰寸
匠	匚斤
肘	月寸
淹	水大电
洽	水合
溟	水冂日六
諗	言今心
究	穴九
慼	戌卜小心
矢	矢
蟻	虫羊我
澈	水𠫓月攴
葦	艸韋
瞥	巾⺍攴目
崑	山日比
墮	阜𠂇工月土
輓	車免
鴿	合鳥
錘	金垂
懼	心目目隹
坨	土它
椰	木耳邑
梢	木小月
嘟	口者邑
瀟	水艸尹𣶒
障	阜章
霄	雨小月
疇	田壽
揣	扌山而
槐	木鬼
粟	西米
唆	口厶儿夂
誦	言甬
綜	糸宀示
詢	言勹日
劃	畫刀
札	木乚
駁	馬爻
拴	扌全
攏	扌龍
聳	行从止耳
燭	火蜀
襖	衤宀釆大
臘	月巛鼠
吏	吏
堰	土匚日女
棺	木宀㠯
腥	月日生
胞	月勹巳
羨	羊水欠
韶	音刀口
阜	阜
剖	咅刀
羹	羊火羊大
剃	弟刀
寓	宀禺
峪	山谷
煜	火日立
竊	穴釆卜内禸
撩	扌尞
扳	扌反
桔	木吉
轄	車宀丰口
臧	戈爿臣
喀	口宀各
妄	亡女
陌	阜百
弧	弓瓜
弩	女又弓
撰	扌巽
瞿	目目隹
卞	亠卜
蛤	虫合
襄	襄
肅	尹𣶒
擒	扌禽
哨	口小月
鑿	业臼殳金
皂	白七
佘	人示
鋸	金尸古
汞	工水
芭	艸巴
膿	月曲辰
懿	士冂豆二欠心
蔭	艸阜今云
椒	木尗又
戎	戎
肋	月力
翎	令羽
煌	火皇
錐	金隹
疤	疒巴
瀚	水倝羽
闕	門屰欠
絹	糸口月
僱	人戶隹
泓	水弓厶
昧	日未
柒	水七木
棧	木戔
硯	石見
錳	金子皿
旨	旨
鱗	魚米舛
巳	巳
辜	古辛
筐	竹匚王
膊	月甫寸
遵	辵酋寸
摺	扌羽白
輥	車日比
嗒	口艸合
剁	几木刀
愧	心鬼
拙	扌出
彆	巾⺍攴弓
竿	竹干
鈔	金少
鏟	金立厂生
驛	馬睪
鱉	巾⺍攴魚
稜	禾夌
憤	心屮貝
綽	糸卓
鶯	火火冂鳥
緻	糸至夂
圭	圭
塚	土冂豕
甸	勹田
衷	衣中
燜	火門心
脊	脊
憨	敢心
搽	扌艸人木
捶	扌垂
勵	厂萬力
毓	每𠫓巛
苔	艸台
鉗	金甘
鉢	金本
奸	女干
坂	土反
淼	三水
黏	禾黎占
縷	糸婁
甭	不用
瞟	目西示
舅	臼田力
錚	金爪尹
阪	阜反
恕	女口心
轎	車丿大高
啼	口帝
繭	艸巾糸虫
鬱	木缶木冂鬯彡
曠	日广黃
睹	目者
禿	禾儿
諦	言帝
疲	疒皮
褪	衤辵艮
鞠	革勹米
釉	釆由
彰	章彡
綴	糸叕
軋	車乚
酬	酉⺍巛
橘	木矛内口
啪	口扌白
睛	目青
斂	僉攴
遁	辵盾
晝	聿旦
殲	歹从戈韭
樸	木业大
哆	口多
窟	穴尸出
鈍	金屯
垢	土后
愿	原心
奚	爪幺大
誼	言宀且
緋	糸非
紛	糸分
褚	衤者
腮	月田心
枉	木王
旳	日勺
鍍	金广廿又
涓	水口月
嗟	口差
蠱	三虫皿
笙	竹生
沸	水弗
妓	女支
儉	人僉
猿	犬袁
漠	水莫
撬	扌三毛
巍	山禾女鬼
鉑	金白
漾	水羊永
擎	艸勹口攴手
詐	言乍
絃	糸玄
靶	革巴
鴉	牙鳥
俐	人禾刀
胚	月不一
楷	木比白
侶	人呂
迭	辵失
詔	言刀口
嗣	口冊司
嵩	山高
驕	馬丿大高
蠅	虫黽
蹄	足帝
穫	禾雈又
潰	水臾貝
褐	衤日勹亡
丞	丞
芮	艸内
梭	木厶儿夂
瘡	疒倉
槓	木工貝
唷	口𠫓月
曜	日羽隹
鯨	魚京
灝	水日京頁
鎊	金旁
畜	玄田
廬	广虎田皿
砼	石人工
粽	米宀示
韌	韋刀丶
囉	口四糸隹
唑	口从土
鋰	金里
鸞	䜌鳥
鈾	金由
宵	宀小月
榆	木俞
嚷	口襄
釵	金又丶
焱	三火
絮	女口糸
戊	戊
鄔	烏邑
剷	立厂生刀
罕	冂儿干
欒	䜌木
糾	糸丩
駝	馬它
叩	口卩
箏	竹爪尹
俯	人广人寸
瀑	水暴
濕	水日幺幺火
肇	戶攴聿
窪	穴水圭
毋	母
摞	扌田糸
暇	日叚
岐	山支
睬	目采
郊	交邑
璧	尸口辛玉
挾	扌大从
捎	扌小月
嶼	山與
汶	水文
糸	糸
嘀	口帝口
斃	巾⺍攴歹匕
犁	禾刀牛
怔	心正
焚	林火
恁	人壬心
鷗	匚三口鳥
癖	疒尸口辛
灼	火勺
孽	艸㠯辛子
岱	人弋山
麓	林鹿
匙	是匕
嚎	口高豕
爻	爻
鏢	金西示
涇	水巠
珏	王玉
摧	扌山隹
械	木戈廾
乞	乞
卯	卯
凋	冫周
蕙	艸專心
噗	口业大
硒	石西
嗔	口真
卟	口卜
筠	竹土勹二
諧	言比白
咔	口上卜
喧	口宀二日
癲	疒真頁
汎	水凡
瓢	西示瓜
嚕	口魚日
裳	尚衣
釗	金刀
謊	言艸亡巛
晤	日吾
竭	立日勹亡
妨	女方
玻	王皮
聾	龍耳
宸	宀辰
擅	扌㐭旦
蔘	艸三厶人彡
諫	言柬
烹	亨火
卉	屮
綾	糸夌
括	扌舌
檐	木𠂊厂八言
漬	水責
戟	倝戈
韜	韋爪臼
尸	尸
椎	木隹
恬	心舌
胥	疋月
檀	木㐭旦
坯	土不一
葡	艸勹甫
仄	厂人
噯	口愛
溴	水自犬
縛	糸甫寸
姝	女朱
嬸	女宀釆田
塢	土烏
壙	土广黃
伙	人火
蠍	虫日勹亡欠
暱	日匚艸𠂇口
垣	土二日
拘	扌勹口
呱	口瓜
昱	日立
篤	竹馬
箍	竹扌匚巾
鳩	九鳥
噁	口亞心
躁	足三口木
噬	口竹工从
鎢	金烏
孚	爪子
穀	壳禾殳
玥	王月
蓓	艸人咅
蛆	虫且
囚	圍人
癱	疒堇隹
鞘	革小月
瀨	水束刀貝
滷	水鹵
匣	匚甲
鉬	金目
銹	金禾乃
凳	癶豆几
隙	阜小日小
娣	女弟
驟	馬耳又从
莞	艸宀元
曆	厂禾禾日
躥	足穴鼠
銨	金宀女
荃	艸全
伶	人令
謠	言肉缶
璽	爾玉
拭	扌弋工
醃	酉大电
墅	里予土
釩	金凡
懵	心艸四冂目
苷	艸甘
碾	石展
雋	隹弓
禧	示壴口
囡	圍女
鷺	足各鳥
鵑	口月鳥
脅	三力月
榨	木穴乍
黯	黑音
侖	侖
荼	艸余
苞	艸勹巳
戚	戌卜小
曄	日華
饃	食莫
頒	分頁
倘	人尚
怯	心去
淪	水侖
礁	石隹火
睏	目圍木
瞻	目𠂊厂八言
躬	身弓
餌	食耳
脖	月十冂子
襟	衤林示
尉	尸示寸
絳	糸夂㐄
軼	車失
亥	亥
屄	尸穴
蘋	艸步頁
尐	小丶
肢	月支
悄	心小月
紐	糸丑
閹	門大电
弋	弋
厘	厂里
貯	貝宀丁
僕	人业大
憎	心曾
禎	示貞
隴	阜龍
緬	糸面
頰	大从頁
砷	石申
糙	米辵告
炯	火冂口
莘	艸辛
盔	灰皿
睦	目坴
仟	人千
炕	火亢
渦	水咼
鬢	長彡宀一㐄貝
艷	丰丰山豆𠂊巴
荔	艸三力
嗷	口敖
盅	中皿
籲	竹龠頁
鯊	水少魚
藩	艸水釆田
楨	木貞
奢	大者
尬	尢介
趾	足止
贖	貝士四貝
瘀	疒於
悼	心卓
臍	月齊
抿	扌民
憾	心戌口心
愷	心山豆
孓	了丶
滌	水人丨攴木
浣	水宀元
兀	兀
蹟	足責
囿	圍𠂇
嶽	山犬言犬
稚	禾隹
褒	衣人口木
痔	疒寺
烘	火共
渭	水田月
嘻	口壴口
錨	金艸田
鍛	金段
喏	口艸𠂇口
町	田丁
麒	鹿其
熄	火自心
烯	火爻巾
艮	艮
珉	王民
捋	扌爪寸
薯	艸四者
禦	行午止卩示
蕉	艸隹火
荀	艸勹日
逍	辵小月
冼	冫先
泪	水目
拗	扌幺力
檯	木臺
轍	車𠫓月攴
鵰	周鳥
毯	毛炎
鐸	金睪
邸	氐邑
柵	木冊
炙	肉火
倭	人禾女
翊	立羽
熾	火音戈
馱	馬大
莽	艸犬廾
笠	竹立
勉	免力
亢	亢
羌	羊儿
璋	王章
毆	匚三口殳
咚	口冬
癟	疒自侖
槳	爿肉寸木
恪	心各
涌	水甬
妒	女戶
醯	酉𠫓巛皿
圩	土于
噹	口尚田
暑	日者
軀	身匚三口
鈷	金古
疫	疒殳
歉	兼欠
汐	水夕
績	糸責
樟	木章
峩	山我
錒	金阜可
豁	宀丰口谷
窖	穴告
脉	月永
启	戶口
驥	馬北異
扭	扌丑
胰	月大弓
梟	鳥木
泗	水四
邇	辵爾
啟	戶口攴
帘	穴巾
隅	阜禺
葆	艸人口木
岔	分山
歆	音欠
禰	示爾
弛	弓也
秘	禾必
渚	水者
纜	糸監見
枴	木另
畀	田几
鑼	金四糸隹
廁	广貝刀
撼	扌戌口心
雛	勹屮勹屮隹
痞	疒不口
瘟	疒日皿
樽	木酋寸
崢	山爪尹
颳	風舌
澇	水火火冂力
歧	止支
椿	木春
确	石角
咀	口且
箋	竹戔
价	人介
寮	宀尞
緹	糸是
繃	糸山朋
蒿	艸高
醛	酉艸全
肏	人肉
譟	言三口木
悍	心日干
嬋	女單
駭	馬亥
碁	其石
硼	石朋
啤	口卑
壬	壬
鄺	广黃邑
叛	半反
浚	水厶儿夂
獒	敖犬
捌	扌另刀
霽	雨齊
嘮	口火火冂力
鎘	金鬲
勘	甚力
剌	束刀
樵	木隹火
啄	口豕
倡	人昌
肛	月工
糜	麻米
漪	水犬大可
迴	辵回
駒	馬勹口
瑕	王叚
蔽	艸巾⺍攴
鐳	金雨田
糯	米雨而
茫	艸水亡
噎	口士冂豆
飼	食司
狹	犬大从
凰	凡皇
溺	水弓冫弓冫
寰	宀睘
璞	王业大
霓	雨臼儿
醚	酉辵米
硝	石小月
囤	圍屯
吭	口亢
靡	麻非
厥	厂屰欠
凜	冫㐭禾
跺	足几木
沓	水日
忻	心斤
遛	辵卯田
萃	艸卒
氈	㐭旦毛
埔	土甫
扼	扌厂卩
吱	口支
竺	竹二
綢	糸周
霏	雨非
蛟	虫交
圃	圍甫
晗	日今口
鉉	金玄
鋤	金且力
誕	言廴丿止
泠	水令
瘸	疒加肉
琢	王豕
酉	酉
棘	朿朿
蚌	虫丰
虜	虎田力
吋	口寸
夥	果多
譁	言華
辮	辛糸辛
疣	疒尤
恍	心光
貽	貝台
糠	米庚⺍
渺	水目少
洙	水朱
瀛	水贏女
祀	示巳
瓏	王龍
琅	王良
攥	扌竹具糸
苛	艸可
苓	艸令
丕	不一
唬	口虎
夭	丿大
腌	月大电
姍	女冊
橡	木象
嗄	口頁夂
眩	目玄
弈	亦廾
珞	王各
拈	扌占
茸	艸耳
倔	人尸出
諜	言世木
喆	吉吉
艱	堇艮
貂	豸刀口
諒	言京
丰	丰
耙	耒巴
跋	足犮
踱	足广廿又
叭	口八
恢	心灰
彝	彑米糸廾
綰	糸宀㠯
扽	扌屯
磯	石幺幺戈人
旌	㫃生
濮	水人业大
孜	子攴
琨	王日比
琰	王炎
踐	足戔
舵	舟它
廝	广其斤
寐	宀爿未
璃	王离
荻	艸犬火
孬	不女子
懈	心角刀牛
漕	水曹
磐	舟殳石
宦	宀臣
撅	扌厂屰欠
櫟	木白幺幺木
罡	四正
漱	水束欠
櫥	木广壴寸
諱	言韋
庶	广廿火
癬	疒魚羊
馭	馬又
掄	扌侖
釜	父王八
焯	火卓
熵	火商
騫	寒馬
騫	塞馬
釐	未攴厂里
挎	扌大亏
茉	艸末
隸	木示隶
匾	匚戶冊
筑	竹巩
膳	月善
濡	水雨而
蕪	艸無
鎬	金高
痹	疒田几
恃	心寺
淞	水木公
頹	禾儿頁
